doc_id,type,month.ended,text,month,article
1198,print,10/31/2020,Afghan Women Killed In Stampede for Visas  To Travel to Pakistan,8,1190
1199,print,10/31/2020,"Extremist Cleric Is a Reminder of Taliban Rule, and Perhaps a Preview",8,1190
1200,print,10/31/2020,Key Trump Ally  Pursued Talks  To Shift Power  In Venezuela,8,1200
1201,print,10/31/2020,"Awaiting Term’s End, Defense Secretary Is Already Acting Like an Ex-Official",8,1200
1202,print,10/31/2020,Libya’s Top Factions Agree to Cease-Fire,8,1200
1203,print,10/31/2020,Suicide Attack At Tutor Center Kills at Least 18 In Afghanistan,8,1200
1204,print,10/31/2020,A Frayed Bond Between Biden And the Police,8,1200
1205,print,10/31/2020,"Red-District Democrats, Defying Predictions, Poised to Keep House Seats",8,1200
1206,print,10/31/2020,"Al Qaeda Suffers Losses to Leadership, Yet Remains Resilient",8,1200
1207,print,10/31/2020,Explosion Kills Eight At Madrasa In Pakistan,8,1200
1208,print,10/31/2020,Afghan Political Crisis Derails Thousands in Payments to War Victims,8,1200
1209,print,10/31/2020,Taliban Leader Faces Charges In Abduction Of Journalist,8,1200
1210,print,10/31/2020,‘It Makes My Hair Stand Up’: A Vacated Afghan Post Haunts Marines,8,1210
1211,print,11/30/2020,Gunmen Kill at Least 19 at University in the Afghan Capital,9,1210
1212,print,11/30/2020,"Assault on University Students Targets Afghanistan’s Future, Erasing Hopes",9,1210
1213,print,11/30/2020,"Robert Fisk, 74, Journalist  Who Chronicled the Unrest In the Mideast and Beyond",9,1210
1214,print,11/30/2020,A Transfixed World Awaits What’s Next in America,9,1210
1215,print,11/30/2020,Israeli C.E.O.s and Emirati Investors Click in the Desert,9,1210
1216,print,11/30/2020,Relief and Joy Overseas: ‘Welcome Back America!’,9,1210
1217,print,11/30/2020,Attacks in Kabul Have Afghans Pointing a Finger at Their Government,9,1210
1218,print,11/30/2020,"Europe Lauds Biden, but Trust in U.S. Is Shaken",9,1210
1219,print,11/30/2020,Voters Throng Polls In Myanmar Elections,9,1210
1220,print,11/30/2020,Looking to End ‘America First’ And Re-engage With the World,9,1220
1221,print,11/30/2020,Trump Fires Esper Amid Fears Of Purge at Security Agencies,9,1220
1222,print,11/30/2020,Some on Left Fear Biden’s Situation Room May Look a Lot Like Obama’s,9,1220
1223,print,11/30/2020,Recent Friction for Pompeo And New Pentagon Chief,9,1220
1224,print,11/30/2020,Who Are Contenders  For Biden’s Cabinet?,9,1220
1225,print,11/30/2020,Some Peace Prize Picks  Can Be Second-Guessed,9,1220
1226,print,11/30/2020,"Atop Pentagon, A Fresh Group Of Hard-Liners",9,1220
1227,print,11/30/2020,Afghans Look to Biden for Stability as U.S. Troops Leave,9,1220
1228,print,11/30/2020,President’s Pentagon Purge Could Accelerate Pullout Of Troops in Afghanistan,9,1220
1229,print,11/30/2020,Qaeda’s No. 2  Killed in August  In Iran Capital ,9,1220
1230,print,11/30/2020,Long-Awaited Mosque Briefly Opens as Restrictions Return,9,1230
1231,print,11/30/2020,Joanna Harcourt-Smith Dies at 74;  Joined Leary in LSD-Fueled Affair,9,1230
1232,print,11/30/2020,How Will Biden Lead? Look to His Campaign,9,1230
1233,print,11/30/2020,"Trump Is Said to Plan Reduction of Forces in Afghanistan, Iraq and Somalia",9,1230
1234,print,11/30/2020,Asylum Seeker Faces Charges in Son’s Death at Sea,9,1230
1235,print,11/30/2020,Somalia Worries U.S. Pullout Could Lead to Disaster ,9,1230
1236,print,11/30/2020,U.S. to Halve Afghan Force by Inauguration Day,9,1230
1237,print,11/30/2020,Blood Lust and Demigods:Behind Slaughter of AfghansBy Elite Australian Squadron,9,1230
1238,print,11/30/2020,Pompeo Sees Negotiators Just After Kabul Attack,9,1230
1239,print,11/30/2020,"For Netanyahu and Israel, Political Presents From Trump Kept Coming",9,1230
1240,print,11/30/2020,President Moves To Hem Biden In On U.S. Policies,9,1240
1241,print,11/30/2020,Taliban Attacks Ravage Pomegranate Country,9,1240
1242,print,11/30/2020,"Surrounded by Violence, Yet Captivated by a Virtual Battlefield",9,1240
1243,print,11/30/2020,Yellen to Treasury in Cabinet Full of Firsts,9,1240
1244,print,11/30/2020,"As Attacks Continue in Afghanistan, World Donors Pledge Less Aid",9,1240
1245,print,11/30/2020,‘I Was Stunned’: Outcry as Paris Police Dispel Migrant Camp,9,1240
1246,print,11/30/2020,Biden Picks Team Set on Fortifying World Alliances,9,1240
1247,print,11/30/2020,C.I.A. Officer Is Killed In Combat in Somalia,9,1240
1248,print,11/30/2020,Cluster-Bomb Casualties Nearly Doubled in 2019,9,1240
1249,print,11/30/2020,Cluster-Bomb Casualties Nearly Doubled in 2019,9,1240
1250,print,11/30/2020,"Empty Pockets and No Home After 1,500 Miles",9,1250
1251,print,11/30/2020,Australian Military to Dismiss Soldiers After Report on Killings And Cover-Up in Afghanistan,9,1250
1252,print,11/30/2020,"Ahead of Expected Cuts In Troops, Pentagon Chief Makes a Visit to Somalia",9,1250
1253,print,11/30/2020,"Afghan Leader Hampers Peace Talks, Officials Say",9,1250
1254,print,11/30/2020,Australia Condemns Chinese Official’s ‘Disgusting Slur’ of Soldiers,9,1250
1255,print,12/31/2020,Leader of ISIS Task Force Ousted in Pentagon Purge,10,1250
1256,print,12/31/2020,"Sounding Alarms, Seeking Conciliation: Australia Is Conflicted on China",10,1250
1257,print,12/31/2020,Afghans Agree  With Taliban  On Procedure  For Peace Talks,10,1250
1258,print,12/31/2020,A U.S. Effort to Ease a Mideast Rivalry (and Hurt Iran),10,1250
1259,print,12/31/2020,"Feeling Spurned by Trump,  U.N. Finds Encouragement  Biden Will Restore Its Place",10,1250
1260,print,12/31/2020,Trump Orders Pullout Of Troops From Somalia Before End of His Term,10,1260
1261,print,12/31/2020,"Suhaila Siddiq, General  And Doctor in Afghanistan",10,1260
1262,print,12/31/2020,Biden to Choose Retired General To Lead Defense,10,1260
1263,print,12/31/2020,Congress Frets Over General In Civilian Job,10,1260
1264,print,12/31/2020,House Passes Bill Allowing New Names for Military Bases,10,1260
1265,print,12/31/2020,"A Name Often Floated, but Not Chosen, In Discussions on Leading the Pentagon",10,1260
1266,print,12/31/2020,U.S. Troops Seized Their Land. Angry Afghans Still Want It Back.,10,1260
1267,print,12/31/2020,How Biden’s Defense Nominee Overcame Barriers to Diversity,10,1260
1268,print,12/31/2020, The Year in Pictures: Scenes From a Defining Era,10,1260
1269,print,12/31/2020,"With Biden in Wings,  U.S. Ready to Adjust  Its Posture on Turkey",10,1260
1270,print,12/31/2020,Afghan Journalist Is Killed in Latest Attack on Media,10,1270
1271,print,12/31/2020,Administration Considers Paring Military Support for C.I.A.,10,1270
1272,print,12/31/2020,Pentagon Orders B-52s  To Fly to Persian Gulf  As Deterrent to Tehran,10,1270
1273,print,12/31/2020,"Biden Selects Two Familiar Names, but for Surprising Cabinet Roles",10,1270
1274,print,12/31/2020,Senate Sends Veto-Proof Military Bill To President,10,1270
1275,print,12/31/2020,Iran Executes A Dissident It Says Fueled Unrest Online,10,1270
1276,print,12/31/2020,China’s Nationalists Sneer at U.S. Troubles,10,1270
1277,print,12/31/2020,Taliban Use Lethal ‘Sticky Bombs’ Nearly Daily to Terrorize Afghans,10,1270
1278,print,12/31/2020,Former Rival As Partner For Agenda On Climate,10,1270
1279,print,12/31/2020,Public Apathy and Conspiracy Theories Are Feeding a Second Wave,10,1270
1280,print,12/31/2020,"On Philosophy, Biden Cabinet Leans Centrist",10,1280
1281,print,12/31/2020,‘It’s a Lie’: Denial and Skepticism Permeate a Nation Embroiled in War,10,1280
1282,print,12/31/2020,Warship Off Africa Is Part of Push Against Venezuela,10,1280
1283,print,12/31/2020,Number of Journalists Killed  For Reporting Doubled in ’20,10,1280
1284,print,12/31/2020,"Biden Expected to Build On Relations With India, Affirming Human Rights",10,1280
1285,print,12/31/2020,Village of Widows Scrapes By in Shadow of Afghan Opium Trade,10,1280
1286,print,12/31/2020,Welcoming a New Year at an Ancient Kalash Festival,10,1280
1287,print,12/31/2020,Pandemic Puts College Lifeline Beyond Reach,10,1280
1288,print,12/31/2020,An Officer’s Double Life Puts Germany on Trial,10,1280
1289,print,12/31/2020,Green Beret Is Charged In 3 Killings,10,1280
1290,print,12/31/2020,House Votes to Override Trump’s Veto of Military Bill,10,1290
1291,print,12/31/2020,A Town Warily Considers a Future Without a Large U.S. Presence,10,1290
1292,print,12/31/2020,"Left Stranded, Migrants Shiver in Hostile Bosnia",10,1290
1293,print,1/31/2021,U.S. Backs Off Naval Strategy Aimed at Iran,11,1290
1294,print,1/31/2021,Troubled Afghan-Taliban Peace Talks Set to Enter Next Phase,11,1290
1295,print,1/31/2021,Traveling the World Without Leaving the Kitchen,11,1290
1296,print,1/31/2021,Afghans Living In Fear as More Become Targets,11,1290
1297,print,1/31/2021,Armed Attackers Kidnap and Kill 11 Miners in Pakistan,11,1290
1298,print,1/31/2021,U.K. Judge Set to Consider Whether to Send Assange  To U.S. for Espionage Trial,11,1290
1299,print,1/31/2021,"In Reversal, Pentagon Orders Warship to Remain in Middle East",11,1290
1300,print,1/31/2021,"Citing Mental Health, Judge Blocks Extradition for Assange",11,1300
1301,print,1/31/2021,‘It Shakes the World’: Allies Voice Shock and Dismay at Incursion,11,1300
1302,print,1/31/2021,Pakistan Court  Abolishes Tests  For ‘Virginity’  In Rape Cases,11,1300
1303,print,1/31/2021,Assange Bid to Be Released  On Bail Is Denied by Judge  Who Blocked His Extradition,11,1300
1304,print,1/31/2021,Scene in Washington Recalls Images of Post-Soviet Uprisings,11,1300
1305,print,1/31/2021,Familiar Fears as Immigrants See ‘Blackest Day for Democracy’,11,1300
1306,print,1/31/2021,"Trump Officials Distorted Intelligence on Foreign Meddling, Report Finds",11,1300
1307,print,1/31/2021,Woman Killed Storming Capitol Discovered Political Side After Time in Military,11,1300
1308,print,1/31/2021,Media Clampdown Stifles Data on Afghan War Deaths,11,1300
1309,print,1/31/2021,Supporters Push for Pardon for Assange as the President’s Term Comes to a Close,11,1300
1310,print,1/31/2021,"In Kabul, Slips of Paper to Avert Nameless Death",11,1310
1311,print,1/31/2021,"Exiting, Pompeo Claims Iran Is New Qaeda Base, But Produces No Evidence",11,1310
1312,print,1/31/2021,Newly Elected Republicans Embody Their Party’s Split In the Aftermath of a Riot,11,1310
1313,print,1/31/2021,Rare Pentagon Mission:  Armed Troops in Capital,11,1310
1314,print,1/31/2021,What the Polls Say About Impeachment,11,1310
1315,print,1/31/2021,Outrage and Anxiety As the Capitol Comes  Under Armed Guard,11,1310
1316,print,1/31/2021,Trump Appointee Will Lead Pentagon Until Biden’s Pick Is Confirmed,11,1310
1317,print,1/31/2021,Officials Scour Evidence for Police or Military Ties in Capitol Attack,11,1310
1318,print,1/31/2021,Officials Screening Fliers To Harden Capital’s Shield,11,1310
1319,print,1/31/2021,"In Taliban Deal, Divide Over Release of a Killer",11,1310
1320,print,1/31/2021,"Before Capitol Riot, Thousands Made Small Donations Online",11,1320
1321,print,1/31/2021,Army Secretary Changes Rules to Halt Health Review of Guantánamo Prisoner,11,1320
1322,print,1/31/2021,Ugandan President Retains 35-Year Grip on Power,11,1320
1323,print,1/31/2021,Fear of Sudden Death Governs Capital as Attacks Pick Off Afghans,11,1320
1324,print,1/31/2021,"Nikolai Antoshkin, 78, General  Who Led Firefight at Chernobyl",11,1320
1325,print,1/31/2021,"As Capitols Become Citadels, Far-Right Protesters Are Mostly No-Shows",11,1320
1326,print,1/31/2021,"As Pompeo Exits State Dept., His Turbulent Tenure Leaves Dubious Legacy for the U.S.",11,1320
1327,print,1/31/2021,"A Call for the Return of Civility, And Truth as a Guiding Light",11,1320
1328,print,1/31/2021,"Fund-Raisers, Music Stars And Advisers",11,1320
1329,print,1/31/2021,"Even With a To-Do List at Home, Biden Vows to Build Rapport Abroad",11,1320
1330,print,1/31/2021,Transfer of Power Brings Respite To City Where a Mob Held Sway,11,1330
1331,print,1/31/2021,"U.S. to Target Russian Hacking,  Even as It Seeks Accord on Arms",11,1330
1332,print,1/31/2021,"Senate Confirms Austin, Installing the First Black Defense Secretary",11,1330
1333,print,1/31/2021,U.S. Counters Space Threat From China,11,1330
1334,print,1/31/2021,"In First Call, Biden and Putin Agree to Extend Nuclear Treaty",11,1330
1335,print,1/31/2021,White Supremacists Organized Early Online,11,1330
1336,print,1/31/2021,German Neo-Nazi Is Sentenced  To Life for Assassinating Backer  Of Merkel’s Policy on Refugees,11,1330
1337,print,1/31/2021,"When White Hightops Exude Fear, Not Fashion",11,1330
1338,print,1/31/2021,Pentagon To Review  Elite Units On Missions,11,1330
1339,print,1/31/2021,Wave of Violence Across Afghanistan May Delay U.S. Troop Withdrawal,11,1330
1340,print,1/31/2021,"Visiting Troops, Biden Recalls His Own Past At Walter Reed",11,1340
1341,print,1/31/2021,Ugandan Leader’s Brutal Grip on Power Is Testing Patience of the West,11,1340
1342,print,2/28/2021,Gutted System Will Test Biden Vow to Welcome More of World’s Needy,12,1340
1343,print,2/28/2021,"After an Activist’s Escape,  Pakistan Jails Her Father",12,1340
1344,print,2/28/2021,U.S. Is Urged To Slow Pullout In Afghanistan,12,1340
1345,print,2/28/2021,"Shadowy Force Lures Afghans To Fight, or Die",12,1340
1346,print,2/28/2021,‘Everything Has a Value’: Afghanistan’s Kidney Trade Preys on the Poor,12,1340
1347,print,2/28/2021,"Flynn Is Back, Selling Anger And T-Shirts",12,1340
1348,print,2/28/2021,"George Shultz, 100, Who Helped End The Cold War, Dies",12,1340
1349,print,2/28/2021,"Before Disaster, India Ignored Warnings of Dams’ Risks",12,1340
1350,print,2/28/2021,"Leahy Juggles His Responsibilities as Judge, Juror and Witness",12,1350
1351,print,2/28/2021,Making Friends in a Pandemic By Using Vaccine Diplomacy,12,1350
1352,print,2/28/2021,"Joy, Relief and Bunco: Inside a Nursing Home After the Vaccine",12,1350
1353,print,2/28/2021,Biden’s Pick for Iran Envoy Resurrects Bitter Debate Over Nuclear Pact,12,1350
1354,print,2/28/2021,Lonely Quest To Repudiate Trump Wing,12,1350
1355,print,2/28/2021,"Taliban Circle Afghan Cities,  Provoking U.S.",12,1350
1356,print,2/28/2021,European Rights Court Backs Germany Over Killings of 90 Afghan Civilians,12,1350
1357,print,2/28/2021,Test for Biden: Can U.S. Exit Afghanistan?,12,1350
1358,print,2/28/2021,Away From Buckingham Palace but Not Out of the Spotlight,12,1350
1359,print,2/28/2021,Pentagon to End Delay On Elevating 2 Women To 4-Star Commands,12,1350
1360,print,2/28/2021,"Another Olympics Invitation From China, Like It or Not",12,1360
1361,print,2/28/2021,"1 Year Later,  Royal Split Turns Official For Sussexes",12,1360
1362,print,2/28/2021,Trump Ally Denies Role In $80 Million Scheme To Back Libyan Leader,12,1360
1363,print,2/28/2021,Libraries Built as Monuments To Two Slain Afghan Women,12,1360
1364,print,2/28/2021,Militants Kill 4 Pakistani Aid Workers in District Near Afghan Border,12,1360
1365,print,2/28/2021,Afghan Civilian Casualties Rose After Peace Talks’ Start,12,1360
1366,print,2/28/2021,"Blinken Is Mending Diplomatic Fences, Without Leaving Home",12,1360
1367,print,2/28/2021,"Where a Vaccination Campaign Faces Skepticism, War and Corruption",12,1360
1368,print,2/28/2021,Top Democrat Doesn’t Want Troops to Quit Afghanistan,12,1360
1369,print,2/28/2021,U.S. Diplomats Desperate for Vaccines and Dismayed by the Government,12,1360
1370,print,2/28/2021,Afghanistan  Files Brief For Return  Of Detainee,12,1370
1371,print,2/28/2021,Canada’s Top Military Officer Steps Aside Amid Investigation,12,1370
1372,print,2/28/2021,Pakistan  And India Renew Vow In Cease-Fire,12,1370
1373,print,2/28/2021,Refugee Who Set Herself on Fire in Greece Is Charged With Arson,12,1370
1374,print,2/28/2021,"In Secret Taliban Prisons, Each Day Brings Terror",12,1370
1375,print,2/28/2021,An Old Legal Doctrine Puts War Crime Suspects Within the Reach of Justice,12,1370
1376,print,3/31/2021,Three Women Working for a News Outlet Are Gunned Down in Afghanistan,13,1370
1377,print,3/31/2021,International Court Is Opening War Crimes Inquiry on Israel and Militants,13,1370
1378,print,3/31/2021,"Worried About His Students, College President Moves Into the Dorms",13,1370
1379,print,3/31/2021,"Black Colonel, Denied Promotion 3 Times, Is Poised to Shatter a Barrier",13,1370
1380,print,3/31/2021,Biden Seeks Update for Much-Stretched Law That Authorizes the War on Terrorism,13,1380
1381,print,3/31/2021,Biden’s Early Steps on the World Stage Are Cautious Ones,13,1380
1382,print,3/31/2021,"Where Being a Journalist, and a Woman, Could Cost You Your Life",13,1380
1383,print,3/31/2021,U.S. Moves to Jump-Start Talks  For Afghan Truce With Taliban,13,1380
1384,print,3/31/2021,"In One Afghan District, Peace From 8 A.M. to 5 P.M.",13,1380
1385,print,3/31/2021,C.I.A. Surveils Extremists From Growing Saharan Base,13,1380
1386,print,3/31/2021,"After Rally and Riot, a Virginia County Fractures",13,1380
1387,print,3/31/2021,Exposé Reignites Feud;  At Least 5 Afghans Die,13,1380
1388,print,3/31/2021,Proud Boys Got Bigger as Police Looked Away,13,1380
1389,print,3/31/2021,"As Biden Mulls Afghan Exit, U.S. Discloses 1,000 More Troops in Area",13,1380
1390,print,3/31/2021,"Afghanistan Exit by May 1 Will Be Tough, Biden Says",13,1390
1391,print,3/31/2021,A Pivotal Reset On China Policy By Biden’s Team,13,1390
1392,print,3/31/2021,At Least 9 Die in Crash of Afghan Military Copter After Clashes With Local Militia,13,1390
1393,print,3/31/2021,"Two Months In, Liberals Grow Impatient With Biden’s Foreign Policy Actions",13,1390
1394,print,3/31/2021,A Top Woman in Canada’s Military Issues a Rebuke,13,1390
1395,print,3/31/2021,Testy Exchange Shows the U.S. A Bolder China,13,1390
1396,print,3/31/2021,"For Afghan Minorities, Getting an Education Means Risking Death",13,1390
1397,print,3/31/2021,How Packs of Dogs Command Afghan Streets and Rule the Night,13,1390
1398,print,3/31/2021,Defense Chief Under Biden Secretly Visits Afghanistan,13,1390
1399,print,3/31/2021,Does a Men-Only Draft Violate the Constitution?,13,1390
1400,print,3/31/2021,Foes in Afghan War See Islamic State as Common Threat,13,1400
1401,print,3/31/2021,3 Women Take Lead Roles On Capitol Security Team,13,1400
1402,print,3/31/2021,"In Europe, Blinken’s Warm Words for Allies Don’t Hide Differences",13,1400
1403,print,3/31/2021,Biden Laces Into G.O.P.  On ‘Un-American’ Bids  To Limit Voting Rights,13,1400
1404,print,3/31/2021,"Outlining Goals in First News Conference, Biden Hails ‘Art of the Possible’",13,1400
1405,print,3/31/2021,1st Black Sergeant-at-Arms In House History Is Named,13,1400
1406,print,3/31/2021,Some Officials Advise Against Afghan Pullout,13,1400
1407,print,3/31/2021,"Nearly 20 Years After 9/11, 20 Diverging Paths",13,1400
1408,print,3/31/2021,20 Lives Weigh On Plan to Shut Guantánamo,13,1400
1409,print,3/31/2021,"China Takes Message on the Road, Challenging U.S. for Global Leader Role",13,1400
1410,print,3/31/2021,Taliban Believe  The War’s Over  And They Won,13,1410
1411,print,3/31/2021,3 Polio Vaccine Workers  Are Killed in Afghanistan,13,1410
1412,print,3/31/2021,How Rich Countries Took Over the Front of the Line for Covid Shots,13,1410
1413,print,4/30/2021,"Bloodshed Reveals a World  That’s Changed, and Hasn’t",14,1410
1414,print,4/30/2021,Sanctions Put on I.C.C. Prosecutor Are Revoked,14,1410
1415,print,4/30/2021,U.S. Looks to Build on Secret Parts of Taliban Deal to Reduce Violence,14,1410
1416,print,4/30/2021,Negotiations With Iran To Restore Nuclear Deal Could Take a Long Time,14,1410
1417,print,4/30/2021,Star Witnesses Against Rioters: Their Online Boasts,14,1410
1418,print,4/30/2021,ISIS and African Militants Join In a Marriage of Convenience,14,1410
1419,print,4/30/2021,Afghan Security Fears Mount As Leader’s Influence Withers,14,1410
1420,print,4/30/2021,"For Biden Nominee, a Chance to Use Soft Power to Ease Global Conflicts",14,1420
1421,print,4/30/2021,Biden Sets End Date for Nation’s Longest War,14,1420
1422,print,4/30/2021,Intelligence Report Says  China Poses Top Threat,14,1420
1423,print,4/30/2021,"With Americans Gone, Will Afghanistan Return As a Haven for Terror?",14,1420
1424,print,4/30/2021,"Biden’s Decision Prioritizes Nation-Building at Home, Not in Kabul",14,1420
1425,print,4/30/2021,Veterans of Afghan War Feel Torn Over Pullout,14,1420
1426,print,4/30/2021,"After 2 Decades of Turmoil, Afghans Face Still More Uncertainty",14,1420
1427,print,4/30/2021,"NATO Pledges an ‘Orderly, Coordinated and Deliberate’ Exit by Its Troops",14,1420
1428,print,4/30/2021,U.S. to Place New Sanctions,14,1420
1429,print,4/30/2021,‘It Is Time to End the Forever War’,14,1420
1430,print,4/30/2021,"As U.S. Exits, Pakistan Sees A Door Open",14,1430
1431,print,4/30/2021,A Splintered G.O.P. Struggles To Find Unity on Foreign Policy,14,1430
1432,print,4/30/2021,U.S. Surveys Options to Strike From Afar After Exit From Afghanistan,14,1430
1433,print,4/30/2021,White House Stops Short of Sanctions Over Bounties,14,1430
1434,print,4/30/2021,The Contradiction That Doomed America’s Mission in Afghanistan,14,1430
1435,print,4/30/2021,A Pennsylvania Town Exhales at a War’s End,14,1430
1436,print,4/30/2021,"Debating Exit, Biden Rejected Generals’ View",14,1430
1437,print,4/30/2021,Prince Philip Is Laid to Rest in an Intimate Ceremony Rich in Tradition,14,1430
1438,print,4/30/2021,"With Much to Lose, Afghan Women Fear Stifling Return to Past",14,1430
1439,print,4/30/2021,Bush Scorns G.O.P. Turn On Borders And Trade,14,1430
1440,print,4/30/2021,"Caving to Islamists, Pakistan Weighs Expelling French Envoy",14,1440
1441,print,4/30/2021,"Withdrawal  Will Erode Intelligence, General Says",14,1440
1442,print,4/30/2021,"Walter Mondale, Former Vice President, Dies at 93",14,1440
1443,print,4/30/2021,Biden to Declare Ottomans’ Atrocities Against Armenia Were Genocide,14,1440
1444,print,4/30/2021,Pullout From Afghanistan Gives Guantánamo Detainees Hope for Release,14,1440
1445,print,4/30/2021,Pentagon Asks for a Carrier to Shield Its Afghan Exit,14,1440
1446,print,4/30/2021,"War, Peace and Spreadsheets In a Countdown to Withdrawal",14,1440
1447,print,4/30/2021,America’s War in Afghanistan: How It Started and How It Is Ending,14,1440
1448,print,4/30/2021,Officials Suggest Global Image May Be Moderating Force on Taliban,14,1440
1449,print,4/30/2021,"Penelope Laingen, Whose Ribbon Tied a Nation Together, Dies at 89",14,1440
1450,print,4/30/2021,Biden Recognizes Ottoman-Era Massacre of Armenians as Genocide,14,1450
1451,print,4/30/2021,The Arms Dealer in the Crosshairs of Russia’s Elite Assassination Squad,14,1450
1452,print,4/30/2021,U.S. Military  Begins Task Of Leaving  Afghanistan,14,1450
1453,print,4/30/2021,Iranian Diplomat Says Tehran’s Military Leaders Thwart Diplomacy,14,1450
1454,print,4/30/2021,Journalists Killed in Burkina Faso,14,1450
1455,print,4/30/2021,Biden to List Victories And Pitch Objectives,14,1450
1456,print,4/30/2021,"With U.S. Exit, Afghan Forces Face a Reckoning",14,1450
1457,print,4/30/2021,Russian Spies Suspected  In Bulgarian Explosions,14,1450
1458,print,4/30/2021,Biden Makes Case to Vastly Expand Government Role,14,1450
1459,print,4/30/2021,U.S. Afghan Exit May Fan Border Strife in Central Asia,14,1450
1460,print,5/31/2021,Afghan Attack Kills 27 In Sign Peace Deal Is Off,15,1460
1461,print,5/31/2021,Trump Rules for Drone Strikes Are Disclosed,15,1460
1462,print,5/31/2021,Dismantling 20 Years of War in Southern Afghanistan,15,1460
1463,print,5/31/2021,U.S. and G7 Allies Focus On ‘Democratic Values’,15,1460
1464,print,5/31/2021,Chinese News Service Mocks India’s Virus Plight,15,1460
1465,print,5/31/2021,"Desperate Afghans Flee Home, Taking Grim Jobs in Istanbul",15,1460
1466,print,5/31/2021,Pentagon Struggles to Wean Afghan Military From Dependency on U.S. Air Power,15,1460
1467,print,5/31/2021,C.I.A. Found Evidence  On Russia Bounty Claim,15,1460
1468,print,5/31/2021,"Explosions Rock School in Kabul, Leaving 30 Dead",15,1460
1469,print,5/31/2021,‘Why Do We Deserve to Die?’ Burying Hazara Girls in Kabul,15,1460
1470,print,5/31/2021,McCarthy Endorses Bid to Replace Cheney,15,1470
1471,print,5/31/2021,"U.S. Defends Detention of Afghan Citizen, Even as It Withdraws From Afghanistan",15,1470
1472,print,5/31/2021,Marines Put Black Leader In Charge Of Top Unit,15,1470
1473,print,5/31/2021,A City’s Last Defenders as the Taliban Closes In,15,1470
1474,print,5/31/2021,McMaster Was Said to Be Target In Plot to Vilify Trump ‘Enemies’,15,1470
1475,print,5/31/2021,Western Spy Agencies Court New Afghan Allies,15,1470
1476,print,5/31/2021,Fragile Cease-Fire in Afghanistan Lets Muslims Risk Travel for Holiday,15,1470
1477,print,5/31/2021,"Fleeing Taliban Areas, All for an Education",15,1470
1478,print,5/31/2021,U.S. Approves Release for 3 At Guantánamo,15,1470
1479,print,5/31/2021,"Congress, Once in Thrall Of ‘the Generals,’ Gives  The Military Orders Now",15,1470
1480,print,5/31/2021,Pentagon Speeds Afghanistan Exit  Despite Worries,15,1480
1481,print,5/31/2021,Afghan Bases Fall to Taliban as U.S. Heads Out,15,1480
1482,print,5/31/2021,Harris Speaks of ‘Fragile’ World at Naval Academy Commencement,15,1480
1483,print,5/31/2021,"Thomas Sullivan, 91, Dies;  Rooted Out Case-Fixing In Chicago’s Court System",15,1480
1484,print,5/31/2021,Return Mission Finds Ruins of Failed U.S. Policy,15,1480
1485,print,5/31/2021,Britain Speeds The Relocation Of Interpreters In Afghanistan,15,1480
1486,print,6/30/2021,Morocco Sends Spanish Outpost a Migrant Influx,16,1480
1487,print,6/30/2021,‘Find Him and Kill Him’: A Pilot’s Desperate Escape From Kabul,16,1480
1488,print,6/30/2021,"Urban Climbing Calmed His PTSD, but May Land Him in Prison",16,1480
1489,print,6/30/2021,"U.S. Says ‘We’re Back,’ but Europe Still Recalls Trauma of Trump Years",16,1480
1490,print,6/30/2021,Afghan Exit  Forces C.I.A.  To Scramble,16,1490
1491,print,6/30/2021,Supreme Court Will Not Hear Case on Military Draft,16,1490
1492,print,6/30/2021,Afghan Attack Kills 10  From Land Mine Charity,16,1490
1493,print,6/30/2021,"Power of the Press, in the Balance",16,1490
1494,print,6/30/2021,Public Lies and Secret Truths,16,1490
1495,print,6/30/2021,Pentagon Eyes  Future Strikes  At the Taliban,16,1490
1496,print,6/30/2021,"Classified, Until It’s Not",16,1490
1497,print,6/30/2021,Diversity Push Inside Military Spurs Backlash,16,1490
1498,print,6/30/2021,U.S. Visas Can Be a Life-or-Death Matter for Afghan Interpreters,16,1490
1499,print,6/30/2021,Omar Comments Spur Democratic Infighting On Human Atrocities,16,1490
1500,print,6/30/2021,"Facing a More Skeptical U.S., Erdogan Tempers His Defiant Tone",16,1500
1501,print,6/30/2021,Pentagon Develops Proposal to Send Dozens of Troops Back to Somalia,16,1500
1502,print,6/30/2021,Ultimatum in Pakistan:  Vaccine or Cell Service,16,1500
1503,print,6/30/2021,Presidents Joust Even as They Seek to Ease Relations,16,1500
1504,print,6/30/2021,Congress Revisits President’s Powers To Authorize Use of Military Force,16,1500
1505,print,6/30/2021,"As U.S. Speeds Its Withdrawal,  Taliban Hit Elite Afghan Forces",16,1500
1506,print,6/30/2021,A Meeting of Cordial Words and Muted Tensions,16,1500
1507,print,6/30/2021,American Lawmakers Rush to Provide Visas for Afghans Who Assisted U.S. Forces,16,1500
1508,print,6/30/2021,2 Guantánamo Inmates Are Cleared for Transfer,16,1500
1509,print,6/30/2021,Afghan Pilots  Dread Absence  Of Contractors,16,1500
1510,print,6/30/2021,Afghans Fail To Prevent  Key Captures  By Taliban,16,1510
1511,print,6/30/2021,"As Taliban Attack, Civilians Are Taking Up Arms",16,1510
1512,print,6/30/2021,Defense Secretary Backs Changes to Policies on Sex Assault,16,1510
