"","main_text","main_bing","main_nrc","main_afinn","print_text","print_bing","print_nrc","print_afinn"
"705","Taliban Complete Interim Government, Still Without Women",NA,-1,NA,"Bucking the U.N., Taliban Refuse to Include Women in Afghan Government",-1,-2,-2
"706","Taliban Enter Kandahar City and Seize Border Posts",NA,-2,NA,"Taliban Enter Kandahar, Second-Largest Afghan City",NA,NA,NA
"707","Taliban Enter Key Cities in Afghanistan’s North After Swift Offensive",0,-2,2,"Afghans Fail To Prevent  Key Captures  By Taliban",-1,-1,-3
"708","Taliban Executes Female Prison Guard, and U.N. Raises Concern Over Afghan Violence",-2,-7,-5,"Female Guard Is Latest Target of Taliban Violence",NA,-3,-3
"709","Taliban Fighters Crush a Women’s Protest Amid Flickers of Resistance",-4,-2,-3,"Taliban Fighters Crush Women’s Protest Amid Flickers of Resistance",-4,-2,-3
"710","Taliban Kill 24 Afghan Troops, With Inside Help",-1,-3,-3,"Taliban Hit Kills 24 Afghans At Police and Army Outpost",-1,-2,-3
"711","Taliban Overrun 3 More Provincial Capitals, Increasing Pressure on Kabul",-1,-1,-1,"Taking Hold  In Provinces, Taliban Rout 3 More Cities",NA,-1,NA
"712","Taliban Promise Peace, but Doubt and Fear Persist",0,2,0,"Violent History Clouds Taliban’s Vows",-1,-3,-3
"713","Taliban Quash Protests and Seize Enemies, Tightening Grip on Afghanistan",-3,-4,-4,"Tightening Grip, Taliban Silence Foes and Dissent",-1,NA,NA
"714","Taliban Ramp Up Attacks Even as Coronavirus Spreads in Afghanistan",-1,NA,-1,"Dozens of Daily Taliban Strikes Besiege Afghan Forces, Undermining Peace Accord",-1,7,-1
"715","Taliban Ramp Up Attacks on Afghans After Trump Says ‘No Violence’",0,-3,-4,"Attacks on Afghans by Taliban Rise After Signing of Peace Deal",0,9,1
"716","Taliban Reject Extended Deadline as U.S. Races to Finish Evacuation",-1,-5,-1,"Taliban Demand August Pullout As the U.S. Rushes to Evacuate",NA,-3,-1
"717","Taliban Seize Afghan Provincial Capital Just Weeks Before Final U.S. Withdrawal",NA,-2,-3,"Taliban Secure A Regional Hub Without a Fight",1,-3,1
"718","Taliban Seize Women’s Ministry Building for Use by Religious Police",NA,3,NA,"Ministry For Women Now Houses Vice Police",-1,3,NA
"719","Taliban Stage a Major Attack, as Violence Intensifies in Northern Afghanistan",-1,-6,-4,"Taliban Stage Major Attack; Violence Intensifies in North",-1,-6,-4
"720","Taliban Sweep in Afghanistan Follows Years of U.S. Miscalculations",NA,NA,NA,"Misjudging the Pace of Taliban Sweep",NA,NA,NA
"721","Taliban Take Second Afghan City in Two Days",NA,NA,NA,"‘Nothing Is Left’: Taliban Take Second Afghan City in 2 Days",NA,NA,NA
"722","Taliban Takeover Could Extinguish U.S. Influence in Kabul",-1,-2,NA,"Taliban Takeover Could Halt U.S. Influence in Kabul After 20 Years of Diplomacy",NA,3,NA
"723","Taliban Try to Polish Their Image as They Push for Victory",1,5,NA,"As Districts Fall, Taliban Focus on Governing",-1,-1,NA
"724","Taliban Violated Afghan Deal With Shelling of American Bases, U.S. Officials Say",NA,5,-2,"Taliban Violated Peace Deal With Shelling of Bases, U.S. Officials Say",1,9,0
"725","Tammy Duckworth on Her Fight to Shield Veterans From Deportation",NA,-7,-1,"Senator Describes Push to Stop Deportation of Veterans",NA,-4,-1
"726","Tap Dancing With Trump: Lindsey Graham’s Quest for Relevance",1,3,NA,"Early Adversity Drives Graham Toward Power",-1,-4,NA
"727","Targeted Killings Are Terrorizing Afghans. And No One Is Claiming Them.",NA,NA,NA,"Afghans Living In Fear as More Become Targets",-1,-3,-2
"728","Tense Talks With China Left U.S. ‘Cleareyed’ About Beijing’s Intentions, Officials Say",-1,NA,-2,"Testy Exchange Shows the U.S. A Bolder China",-1,2,NA
"729","The Afghan Military Was Built Over 20 Years. How Did It Collapse So Quickly?",-1,-5,-2,"Over 15 Cities Slip Out of the Grasp of Afghan Forces",NA,0,NA
"730","The Arms Merchant in the Sights of Russia’s Elite Assassination Squad",1,1,-3,"The Arms Dealer in the Crosshairs of Russia’s Elite Assassination Squad",1,0,-3
"731","The Ascension of Ron Klain",NA,NA,NA,"After Decades, It’s Klain’s Turn As Chief of Staff",NA,NA,NA
"732","The Biden administration is sending Afghan visa applicants to an Army base in Virginia.",NA,1,NA,"Some Afghan Applicants For Visas to Be Brought To Virginia Army Base",NA,1,NA
"733","The C.I.A. director visited Kabul for secret talks with the Taliban.",NA,3,NA,"C.I.A. Director Traveled to Kabul for Secret Talks With Taliban Leaders",NA,3,NA
"734","The Contradiction That Doomed America’s Mission in Afghanistan",-2,-4,-2,"The Contradiction That Doomed America’s Mission in Afghanistan",-2,-4,-2
"735","The End of ‘America First’: How Biden Says He Will Re-engage With the World",NA,NA,1,"Looking to End ‘America First’ And Re-engage With the World",NA,NA,1
"736","The Few, the Proud, the White: The Marine Corps Balks at Promoting Generals of Color",1,5,3,"In Command: The Few, the Proud, the White",1,4,2
"737","The First Afghan Rhodes Scholar Saved Her Father, and Wants to Do More",NA,2,2,"First Afghan Rhodes Scholar Got Her Father Out, and Wants to Do More",NA,2,NA
"738","The Flynn Calls: His Dismissal of Russian Interference and the Kremlin’s Savvy",0,-3,NA,"In Phone Transcripts, the Kindling of a Kremlin-Fueled Fire",NA,-1,-2
"739","The Hajj Pilgrimage Is Canceled, and Grief Rocks the Muslim World",-1,-2,-2,"‘It Was My Only Wish’: Muslims Share Grief as Hajj Is Canceled",-1,2,-1
"740","The Iran Nuclear Talks, Explained",NA,NA,NA,"Negotiations With Iran To Restore Nuclear Deal Could Take a Long Time",NA,6,1
"741","The Julian Assange Extradition Case: What You Need to Know",NA,NA,NA,"U.K. Judge Set to Consider Whether to Send Assange  To U.S. for Espionage Trial",NA,-1,NA
"742","The Lapses That Let a Saudi Extremist Shoot Up a U.S. Navy Base",-2,-2,-1,"Lax Vetting Let A Saudi Trainee Shoot Up a Base",NA,-4,-1
"743","The Latest G.O.P. Schism: How to Handle Afghan Evacuees",NA,-2,NA,"Resettlement of Afghan Allies Has Revealed the Latest G.O.P. Schism",NA,-2,NA
"744","The Legacy of America’s Post-9/11 Turn to Torture",-1,-4,-4,"One Legacy of Sept. 11: A Torture Policy’s Stain",-2,-6,-4
"745","The New U.S. Challenge in Afghanistan: Coping With Taliban Rule",NA,-3,-1,"20 Years of Enmity Aside, U.S. And Taliban Need Each Other",-1,-4,NA
"746","The Newest Diplomatic Currency: Covid-19 Vaccines",1,2,NA,"Making Friends in a Pandemic By Using Vaccine Diplomacy",NA,1,NA
"747","The Officers Danced at a Black Lives Matter Rally. Then They Stormed the Capitol.",NA,NA,1,"After Rally and Riot, a Virginia County Fractures",NA,-2,-2
"748","The Original 20 Guantánamo Detainees: A Roster, and Where They Are Now",NA,NA,NA,"Nearly 20 Years After 9/11, 20 Diverging Paths",NA,NA,NA
"749","The Photographs of 9/11",NA,NA,NA,"The Photographs of 9/11",NA,NA,NA
"750","The Propaganda War Intensifies in Afghanistan as the Taliban Gain Ground",0,1,-2,"As the Taliban Seize More Cities, the Propaganda War Grows in Importance",-1,-3,-2
"751","The Real Winner of the Afghan War? It’s Not Who You Think.",1,4,2,"Pakistan Has Future Riding on Taliban",NA,NA,NA
"752","The Relics of America’s War in Afghanistan",NA,-3,-2,"The Salvaged Relics of a Very Long War",NA,-3,-2
"753","The Secrets and Lies of the Vietnam War, Exposed in One Epic Document",-1,-2,-3,"Public Lies and Secret Truths",-1,3,NA
"754","The Sharp U.S. Pivot to Asia Is Throwing Europe Off Balance",1,3,NA,"Europe Is Thrown Off Balance by U.S. Alliance With Australia",NA,2,NA
"755","The Taliban Are Back. Now Will They Restrain or Support Al Qaeda?",1,-3,2,"With Taliban Back, Will Terror Groups Have a Safe Haven Again?",0,3,-2
"756","The Taliban Celebrate Victory, With a Crisis Looming",1,3,-1,"The Taliban Celebrate Victory, With a Crisis Looming",1,3,-1
"757","The Taliban Close In on Afghan Cities, Pushing the Country to the Brink",NA,NA,NA,"Taliban Circle Afghan Cities,  Provoking U.S.",NA,-3,-1
"758","The Taliban takeover of Afghanistan could extinguish U.S. influence in Kabul.",-1,-2,NA,"Taliban Takeover Could Halt U.S. Influence in Kabul After 20 Years of Diplomacy",NA,3,NA
"759","The Taliban Think They Have Already Won, Peace Deal or Not",2,9,5,"Taliban Believe  The War’s Over  And They Won",1,NA,3
"760","The Taliban’s Leaders: Worldly and ‘Inclusive’ or Ruthless Ideologues?",-1,-3,NA,"After 20 Years of War, Afghans Wonder How the Insurgency’s Leaders Will Govern",NA,0,-2
"761","The U.S. War in Afghanistan: How It Started, and How It Ended",NA,-2,-2,"America’s War in Afghanistan: How It Started and How It Is Ending",NA,-2,-2
"762","The Virus Found a Crowded Houston Neighborhood, Sparing One Nearby",-2,3,NA,"Two Neighborhoods: One Rich, One Poor. One Spared.",0,NA,0
"763","The West’s Patience With Uganda’s Strongman Wanes After a Bloody Election",0,-2,-3,"Ugandan Leader’s Brutal Grip on Power Is Testing Patience of the West",0,0,NA
"764","The World in a Vise: Sounding the Alarm on China, Then Running for Shelter",-1,1,-2,"Sounding Alarms, Seeking Conciliation: Australia Is Conflicted on China",-1,3,NA
"765","These Herders Lived in Peaceful Isolation. Now, War Has Found Them.",0,4,0,"Prospect of Taliban Advance Puts a Pastoral Corridor on Edge",NA,4,1
"766","They Built Libraries to Honor Loved Ones, Women Felled by Bombings",2,2,5,"Libraries Built as Monuments To Two Slain Afghan Women",NA,NA,NA
"767","They Were Guantánamo’s First Detainees. Here’s Where They Are Now.",NA,NA,NA,"20 Lives Weigh On Plan to Shut Guantánamo",NA,3,NA
"768","They Were Journalists, and Women, and Targeted for Both",NA,NA,NA,"Where Being a Journalist, and a Woman, Could Cost You Your Life",NA,1,NA
"769","They Were Protectors in Afghanistan. Now They Need Help.",NA,NA,NA,"Nepali Former Security Contractors Worry They Will Be Unable to Get Home",-2,-4,-3
"770","Third Man With U.S. Ties Has Been Arrested in Haiti Assassination",NA,-4,-6,"Haiti Arrests 3rd Man With U.S. Ties in Assassination",NA,-4,-5
"771","This Afghan General Fought the Taliban for Years. Now He Has Joined Them.",NA,1,NA,"Prominent Retired General Joins Taliban, Stunning the Afghan Government",2,-2,6
"772","This Ex-Taliban Commander Is Now the Face of Afghan Security",NA,NA,NA,"How a Former Taliban Commander Became the Face of Afghan Security",NA,NA,NA
"773","This Is Life in Rural Afghanistan After the Taliban Takeover",NA,NA,NA,"Violence Ebbs But Pain Lasts Outside Kabul",-1,-7,-5
"774","Thomas Sullivan Dies at 91; Investigated Corruption in Chicago’s Courts",-2,-2,NA,"Thomas Sullivan, 91, Dies;  Rooted Out Case-Fixing In Chicago’s Court System",-1,2,NA
"775","Thousands of Afghans on American military bases await resettlement.",NA,0,-1,"Thousands of Afghans on U.S. Military Bases Await Resettlement",NA,0,-1
"776","Thousands of Migrants Huddle in Squalid Conditions Under Texas Bridge",NA,NA,NA,"Surge Leaves 9,000 Migrants Crammed Under a Texas Bridge",NA,1,NA
"777","Thousands Who Helped the U.S. in Afghanistan Are Trapped. What Happens Next?",0,NA,-2,"A Frantic Demand For U.S. Visas",-1,-3,-2
"778","Threats and Fear Cause Afghan Women’s Protections to Vanish Overnight",-2,-2,-4,"Women’s Shelters Close As the Taliban Advance",NA,3,NA
"779","Three Guantánamo Detainees Charged in 2002 Bali Bombing",NA,NA,-3,"3 Guantánamo Detainees Formally Face Charges Linked to 2002 Bali Bombing",NA,NA,-2
"780","Three Marines, Now Focus of Russian Bounties Investigation, Show the Costs of an Endless War",NA,-1,-2,"A Blast. A Bounty Claim. A Battle With No End.",NA,0,-1
"781","Three Women Working for a News Outlet Are Gunned Down in Afghanistan",NA,NA,NA,"Three Women Working for a News Outlet Are Gunned Down in Afghanistan",NA,NA,NA
"782","Three Women Working to Vaccinate Children Are Shot Dead in Afghanistan",-1,-3,-3,"3 Polio Vaccine Workers  Are Killed in Afghanistan",-1,-2,-3
"783","Times Investigation: In U.S. Drone Strike, Evidence Suggests No ISIS Bomb",-2,-5,-2,"Evidence Disputes U.S. Claim of ISIS Bomb in Kabul Drone Strike",-2,-6,-4
"784","Timing Is Everything, Biden Says, and ‘Politics Is the Art of the Possible’",NA,2,NA,"Outlining Goals in First News Conference, Biden Hails ‘Art of the Possible’",NA,3,NA
"785","To China, Afghan Fall Proves U.S. Hubris. It Also Brings New Dangers.",-1,-2,NA,"China Sees U.S. Hubris, but Afghanistan Offers No Easy Choices",0,NA,1
"786","To Deter Iranian Attacks on U.S. Troops, Pentagon Orders B-52 Flights to Middle East",-2,NA,-1,"Pentagon Orders B-52s  To Fly to Persian Gulf  As Deterrent to Tehran",-1,NA,NA
"787","To Get to Afghan Talks, Lots of Last-Minute Deals — and Nose Swabs",NA,-1,NA,"Last-Second Deals Underscore Frailty of Afghan-Taliban Peace Talks",1,2,2
"788","To protect users, Facebook says it’s hiding friends lists on accounts in Afghanistan.",1,1,0,"Facebook Hides Friend Lists To Protect Its Afghan Users",1,4,0
"789","To Save Afghan Peace Deal, U.S. May Scale Back C.I.A. Presence",1,13,4,"To Save Peace Deal With Taliban, U.S. May Reduce C.I.A. Presence in Afghanistan",1,13,4
"790","Top General Declines to Endorse Trump’s Afghan Withdrawal Timeline",1,3,1,"General Tempers White House Chatter on Paring Troops in Afghanistan",-1,NA,NA
"791","Top Republican National Security Officials Say They Will Vote for Biden",1,5,2,"Top G.O.P. Security Officials Back Biden, Calling Trump ‘Unfit to Lead’",2,5,2
"792","Top U.S. General Steps Down in Afghanistan",1,3,2,"Top U.S. General Leaves as Afghan Withdrawal Continues",1,3,-1
"793","Transcript of Biden’s Speech on the U.S. Withdrawal From Afghanistan",NA,2,-3,"Full Transcript of Biden’s Remarks on Afghanistan",NA,1,NA
"794","Trifecta of Roles for Leahy: Witness, Juror and Judge in Trump’s Trial",NA,1,NA,"Leahy Juggles His Responsibilities as Judge, Juror and Witness",NA,1,NA
"795","Trump Administration Politicized Some Intelligence on Foreign Election Influence, Report Finds",2,2,NA,"Trump Officials Distorted Intelligence on Foreign Meddling, Report Finds",1,0,-2
"796","Trump Administration Sues to Try to Delay Publication of Bolton’s Book",-1,-4,-1,"Administration Sues to Delay Bolton’s Memoir",-2,-5,-1
"797","Trump and the Military: A Mutual Embrace Might Dissolve on America’s Streets",1,6,1,"Military Vets Break Silence On President",-1,2,NA
"798","Trump Appointee to Temporarily Lead Pentagon; Retired Admiral Will Be Spokesman",2,5,NA,"Trump Appointee Will Lead Pentagon Until Biden’s Pick Is Confirmed",2,5,NA
"799","Trump Confronts a New Reality Before an Expected Wave of Disease and Death",0,-6,-2,"As Numbers Sink In, New Reality Confronts A More Somber Trump",-1,-1,-2
"800","Trump Demands U.N. Hold China to Account for Coronavirus Pandemic",1,-1,-1,"Before Virtual U.N. Assembly, Trump Casts China as Villain in Pandemic",1,-2,NA
"801","Trump Faces Uproar Over Reported Remarks Disparaging Fallen Soldiers",-2,-4,-4,"A Furor Erupts Over President And War Dead",-2,-2,-5
"802","Trump Fires Mark Esper, Defense Secretary Who Opposed Use of Troops on U.S. Streets",1,-2,NA,"Trump Fires Esper Amid Fears Of Purge at Security Agencies",0,-1,NA
"803","Trump Got Written Briefing in February on Possible Russian Bounties, Officials Say",1,1,NA,"Trump Given Brief in February On Possible Russian Bounties ",1,1,NA
"804","Trump Is Said to Be Preparing to Withdraw Troops From Afghanistan, Iraq and Somalia",1,-1,NA,"Trump Is Said to Plan Reduction of Forces in Afghanistan, Iraq and Somalia",1,2,NA
"805","Trump Lashes Out at His Cabinet With Calls to Indict Political Rivals",1,1,NA,"President Lashes Out At His Aides With Calls To Indict Political Rivals",NA,0,NA
"806","Trump Made Inaccurate Claims About the Military During His West Point Speech",0,0,NA,"President Exaggerates His Own Record On Funding Pentagon and Ending Wars",NA,2,-2
"807","Trump Orders All American Troops Out of Somalia",1,1,NA,"Trump Orders Pullout Of Troops From Somalia Before End of His Term",1,1,NA
"808","Trump Pentagon Purge Could Accelerate His Goal to Pull Troops From Afghanistan",1,1,NA,"President’s Pentagon Purge Could Accelerate Pullout Of Troops in Afghanistan",NA,-1,NA
"809","Trump Rejects Renaming Military Bases Named After Confederate Generals",0,-2,-1,"A Losing Battle in the Military",-1,-6,-4
"810","Trump Says He Did Not Ask Putin About Suspected Bounties to Kill U.S. Troops",0,-2,-4,"Trump Says He and Putin Didn’t Talk About Bounties",1,2,NA
"811","Trump Says He Will Reverse Pentagon Plan to Close Newspaper That Informs and Speaks for Troops",1,2,NA,"Trump Says Troops’ Paper Won’t Shutter After All",1,1,NA
"812","Trump Speaks With a Taliban Leader",1,3,NA,"Pursuing Exit, Trump Talks  To a Leader Of the Taliban",1,3,NA
"813","Trump Stacks the Pentagon and Intel Agencies With Loyalists. To What End?",1,1,NA,"Atop Pentagon, A Fresh Group Of Hard-Liners",0,NA,0
"814","Trump Still Defers to Putin, Even as He Dismisses U.S. Intelligence and the Allies",2,3,NA,"Trump Still Defers to Putin As He Dismisses Intelligence",2,3,NA
"815","Trump Suggests Gold Star Families May Be to Blame for His Infection",0,1,-2,"‘They Want to Hug Me’: Trump Suggests That Gold Star Families May Have Infected Him",2,9,0
"816","Trump Takes Aim at a Watergate Reform: The Independent Inspector General",2,3,NA,"A Post-Watergate Reform  Under Pressure by Trump",2,1,-1
"817","Trump Tweets and Golfs, but Makes No Mention of Virus’s Toll",0,1,NA,"Trump Stays Quiet on Toll As U.S. Nears a Milestone",1,1,NA
"818","Trump Using Last Days to Lock In Policies and Make Biden’s Task More Difficult",0,1,-1,"President Moves To Hem Biden In On U.S. Policies",NA,2,NA
"819","Trump v. Putin: A Vaccine Manhood Contest",1,3,NA,"As Putin Rushes Vaccine, U.S. Experts Fear Pharmaceutical Manhood Contest",-1,0,-2
"820","Trump Wants Troops in Afghanistan Home by Election Day. The Pentagon Is Drawing Up Plans.",1,1,NA,"Trump Wants Troops in Afghanistan Home by Election Day",1,1,NA
"821","Trump’s ‘Disaster Diplomacy’ Has So Far Had Few Results",-1,-1,-2,"U.S. ‘Disaster Diplomacy’ Yields Few Results",-1,-1,-2
"822","Trump’s Campaign Talk of Troop Withdrawals Doesn’t Match Military Reality",NA,0,NA,"Trump Boasts of Withdrawing Troops, but Thousands Remain in Harm’s Way",1,1,NA
"823","Trump’s Deal With the Taliban Draws Fire From His Former Allies",NA,4,-2,"Critical of President, Trump and Pompeo Face Own Attacks",-1,3,-1
"824","Trump’s Dilemma: Reject DeVos Debt Forgiveness Rollback or Anger Veterans",-4,-8,-7,"Pushback on DeVos Debt Policy Puts Pressure on Trump",0,-1,-3
"825","Trump’s Inspector General Has Expressed Dim Views of Congressional Oversight",-2,0,NA,"Inspector General Pick Casts Doubt on Powers Allowed of Congress",-1,0,-1
"826","Trump’s New Russia Problem: Unread Intelligence and Missing Strategy",1,-1,-2,"Putin on Offense  As Trump Stands  On the Sidelines",1,-4,NA
"827","Trump’s Sanctions on International Court May Do Little Beyond Alienating Allies",NA,-1,NA,"Allies Balk at U.S. Sanctions on Rights Lawyer",-1,-5,NA
"828","Trump’s Secret Rules for Drone Strikes Outside War Zones Are Disclosed",NA,-1,-3,"Trump Rules for Drone Strikes Are Disclosed",1,1,-1
"829","Trump’s Tweets on Troop Withdrawals Unnerve Pentagon",-1,NA,NA,"Trump’s New Push to Withdraw Troops Catches Pentagon Off Guard",NA,-1,NA
"830","Two More Guantánamo Detainees Are Cleared for Transfer to Other Nations",1,NA,1,"2 Guantánamo Inmates Are Cleared for Transfer",1,NA,1
"831","U.K. Cabinet Reshuffle a Blow to Boris Johnson’s Global Ambitions",-1,2,NA,"Britain’s Leader Shakes Up Cabinet in a Blow to His Global Ambitions",-1,4,NA
"832","U.K. Judge Blocks Assange’s Extradition to U.S., Citing Mental Health",NA,NA,-1,"Citing Mental Health, Judge Blocks Extradition for Assange",NA,NA,-1
"833","U.S. Airstrikes in Afghanistan Could Be a Sign of What Comes Next",NA,NA,NA,"‘This Is About Buying Time’: U.S. Launches Round of Afghan Airstrikes",NA,1,NA
"834","U.S. Announces Troop Withdrawal in Afghanistan as Respite From Violence Ends",1,-1,-6,"U.S. Troop Reduction Begins in Afghanistan",NA,NA,NA
"835","U.S. Calls for Indefinite Arms Embargo of Iran, but Finds No Takers",NA,0,NA,"U.S. Urges Indefinite Iran Embargo to No Avail",NA,-1,NA
"836","U.S. Citizens and Afghans Wait for Evacuation Flights From Country’s North",NA,-1,NA,"1,000 Spend Fifth Day Waiting at Northern Airport for Taliban to Let Planes Leave",NA,0,-1
"837","U.S. Commandos Use Secretive Missiles to Kill Qaeda Leaders in Syria",-2,-4,-3,"U.S. Kills Qaeda Leader With Secretive Missile",-2,0,-3
"838","U.S. Conducts Drone Strike in Kabul and Winds Down Airlift as Deadline Nears",-1,-3,-1,"Amid Terror Threat, a Hurried Airlift of Afghans Ends",-2,-5,-5
"839","U.S. Contractor Knew of Explosive Material in Beirut Since at Least 2016",-1,-1,NA," U.S. Contractor Warned of Explosive Material in Beirut Years Ago",-2,0,-2
"840","U.S. Defends Detention of Afghan at Guantánamo Despite Pullout",NA,-2,-2,"U.S. Defends Detention of Afghan Citizen, Even as It Withdraws From Afghanistan",NA,-1,-2
"841","U.S. Defense Secretary Makes Secret Visit to Afghanistan",NA,2,NA,"Defense Chief Under Biden Secretly Visits Afghanistan",NA,0,NA
"842","U.S. Diplomats and Spies Battle Trump Administration Over Suspected Attacks",0,-1,-3,"As U.S. Diplomats Fell Sick, Washington Minimized the Danger",-3,-8,-4
"843","U.S. Forces Were Training the Guinean Soldiers Who Took Off to Stage a Coup",NA,0,NA,"U.S. Forces Were Training Guinean Troops Who Took Off to Mount Coup",NA,0,NA
"844","U.S. General Won’t Commit to Ending Airstrikes on Taliban",NA,NA,1,"Top U.S. General Hints Airstrikes on Taliban May Continue Past an August Cutoff",1,7,2
"845","U.S. Has 1,000 More Troops in Afghanistan Than It Disclosed",NA,1,NA,"As Biden Mulls Afghan Exit, U.S. Discloses 1,000 More Troops in Area",NA,NA,NA
"846","U.S. Hopes a Small Step in Easing a Mideast Rivalry Could Further Rattle Iran’s Economy",-1,-1,2,"A U.S. Effort to Ease a Mideast Rivalry (and Hurt Iran)",-1,-4,0
"847","U.S. Is Sending 3,000 Troops Back to Afghanistan to Begin Evacuations",NA,NA,NA,"U.S. Sends Troops to Aid Evacuation as Taliban Surge",NA,1,NA
"848","U.S. Launches Strike on ISIS-K as Bombing’s Death Toll Soars",-3,-5,-3,"U.S. Strikes ISIS Branch as Bombing’s Death Toll Soars",-2,-3,-3
"849","U.S. Leaves Behind Afghan Bases — and a Legacy of Land Disputes",NA,1,-2,"U.S. Troops Seized Their Land. Angry Afghans Still Want It Back.",-1,-2,-3
"850","U.S. Leaves Its Last Afghan Base, Effectively Ending Operations",1,1,2,"U.S. Departs Last Afghanistan Base, Effectively Ending 20 Years of War",1,-1,0
"851","U.S. Looks to Build on Secret Portions of Taliban Deal to Reduce Violence",NA,3,-3,"U.S. Looks to Build on Secret Parts of Taliban Deal to Reduce Violence",NA,3,-3
"852","U.S. Military Begins Final Withdrawal From Afghanistan",NA,-1,-3,"U.S. Military  Begins Task Of Leaving  Afghanistan",NA,0,NA
"853","U.S. Military Cutting Medevac Flights for Troops in West Africa",NA,-6,-1,"U.S. Military Cuts Back On Medical Evacuation For Troops in Africa",NA,0,-1
"854","U.S. Military Killed 132 Civilians in Wars Last Year, Pentagon Says",-1,-1,-3,"Pentagon Tally of Civilians  U.S. Killed in 2019 Is 132",-1,NA,-3
"855","U.S. Pushes U.N.-Led Peace Conference in Letter to Afghan Leader",2,7,2,"U.S. Moves to Jump-Start Talks  For Afghan Truce With Taliban",NA,6,NA
"856","U.S. Reimposes U.N. Sanctions on Iran Over Objections of World Powers",-1,NA,NA,"U.S. to Reimpose U.N. Sanctions on Iran Over Western Allies’ Objections",-1,NA,NA
"857","U.S. Says 1,500 Americans Remain in Afghanistan as Evacuation Enters Final Days",NA,-1,NA,"1,500 Citizens Remain In Afghanistan as U.S. Intensifies Rush to Exit",NA,NA,NA
"858","U.S. Says Most of China’s Claims in South China Sea Are Illegal",-1,-4,-3,"U.S. Says Most of Beijing’s Claims in South China Sea Are Illegal",-1,-4,-3
"859","U.S. Seeks to Draw Down Its Troops in Afghanistan to 2,500 by Early 2021",NA,NA,NA,"U.S. to Cut Troops in Afghanistan to 2,500",NA,NA,-1
"860","U.S. Sending More Troops to Syria to Counter the Russians",NA,NA,NA,"Military Reinforcements To Be Deployed to Syria",NA,0,NA
"861","U.S. Should Slow Withdrawal From Afghanistan, Bipartisan Panel Urges",-1,NA,-3,"U.S. Is Urged To Slow Pullout In Afghanistan",-1,NA,NA
"862","U.S. Strikes Taliban Targets in a Show of Force in Afghanistan",NA,-3,-1,"Alarmed by Taliban’s Surge, U.S. Launches 11th-Hour Airstrikes",-1,1,-2
"863","U.S. Takes Tougher Tone With Turkey as Trump Exits",2,1,NA,"With Biden in Wings,  U.S. Ready to Adjust  Its Posture on Turkey",1,1,NA
"864","U.S. to Announce Troop Drawdown From Iraq, but Little Is Expected to Change",NA,0,NA,"U.S. Is Set to Announce Troop Drawdown From Iraq, at Least on Paper",NA,NA,NA
"865","U.S. to Lift Pandemic Travel Restrictions, Easing Tension With Europe",0,-4,-1,"U.S. to Reopen To Vaccinated From Overseas",NA,NA,NA
"866","U.S. to Move Afghans Who Aided Troops Outside the Country",NA,NA,NA,"U.S. to Relocate Afghan Allies, Like Interpreters, While Special Visas Are Processed",NA,2,NA
"867","U.S. to Penalize War Crimes Investigators Looking Into American Troops",-1,-2,-2,"War Crimes Investigators Face Punishment by U.S.",NA,-6,-2
"868","U.S. to Reduce Troop Levels in Iraq to 3,000",NA,NA,NA,"U.S. to Reduce Troops in Iraq to 3,000, Helping to Fulfill a Goal on Overseas Cuts",1,2,3
"869","U.S. Troops Are Packing Up, Ready or Not",1,1,NA,"U.S. to Halve Afghan Force by Inauguration Day",NA,1,NA
"870","U.S. Troops Are Still Deploying to Iraq, Even as Afghan War Ends",NA,-2,-2,"Deploying to Iraq, Even as Afghan War Ends",NA,-2,-2
"871","U.S. Troops Are Still Leaving, but Afghans Hope Biden Will Help",NA,5,2,"Afghans Look to Biden for Stability as U.S. Troops Leave",1,-1,-1
"872","U.S. Urges Afghanistan to Stay the Course With Peace Deal as Violence Resurges",1,5,-1,"Despite Surging Violence, U.S. Urges Afghanistan to Respect Peace Accord",2,6,-1
"873","U.S. Used Missile With Long Blades to Kill Qaeda Leader in Syria",-1,-2,-3,"U.S. Used Secret Weapon, Missile With Blades, to Kill Qaeda Leader in Syria",-1,-1,-3
"874","U.S. Veterans View Afghan Collapse With Anguish, Rage and Relief",-2,-9,-7,"For Veterans, Pain, Anguish And Sorrows",-2,-7,-5
"875","U.S. War in Afghanistan Ends as Final Evacuation Flights Depart",NA,-3,-2,"U.S. Forces Leave Kabul; Evacuation Ends",NA,-2,-1
"876","U.S. Weighs Possibility of Airstrikes if Afghan Forces Face Crisis",-1,0,-3,"Pentagon Eyes  Future Strikes  At the Taliban",NA,NA,-1
"877","U.S. Will Cut 12,000 Forces in Germany",NA,NA,-1,"U.S. Will Pull 12,000 Troops From Germany, Defense Chief Says",NA,1,NA
"878","U.S. Wrestles With Taliban Sanctions as Afghan Crisis Looms",-1,-1,-4,"Test for U.S.: Aid Afghans, Not Taliban",NA,1,NA
"879","U.S.-Russia Military Tensions Intensify in the Air and on the Ground Worldwide",NA,0,NA,"U.S. Says Little as Military Tensions Flare Globally With Russia",-1,-1,NA
"880","U.S.-Russia Military Tensions Intensify in the Air and on the Ground Worldwide",NA,0,NA,"U.S. Says Little as Military Tensions Flare Globally With Russia",-1,-1,NA
