doc_id,date,main,print
820,5/26/2020,Trump Wants Troops in Afghanistan Home by Election Day. The Pentagon Is Drawing Up Plans.,Trump Wants Troops in Afghanistan Home by Election Day
821,3/26/2020,Trump’s ‘Disaster Diplomacy’ Has So Far Had Few Results,U.S. ‘Disaster Diplomacy’ Yields Few Results
822,10/11/2020,Trump’s Campaign Talk of Troop Withdrawals Doesn’t Match Military Reality,"Trump Boasts of Withdrawing Troops, but Thousands Remain in Harm’s Way"
823,8/19/2021,Trump’s Deal With the Taliban Draws Fire From His Former Allies,"Critical of President, Trump and Pompeo Face Own Attacks"
824,5/20/2020,Trump’s Dilemma: Reject DeVos Debt Forgiveness Rollback or Anger Veterans,Pushback on DeVos Debt Policy Puts Pressure on Trump
825,4/7/2020,Trump’s Inspector General Has Expressed Dim Views of Congressional Oversight,Inspector General Pick Casts Doubt on Powers Allowed of Congress
826,7/1/2020,Trump’s New Russia Problem: Unread Intelligence and Missing Strategy,Putin on Offense  As Trump Stands  On the Sidelines
827,10/18/2020,Trump’s Sanctions on International Court May Do Little Beyond Alienating Allies,Allies Balk at U.S. Sanctions on Rights Lawyer
828,5/1/2021,Trump’s Secret Rules for Drone Strikes Outside War Zones Are Disclosed,Trump Rules for Drone Strikes Are Disclosed
829,10/15/2020,Trump’s Tweets on Troop Withdrawals Unnerve Pentagon,Trump’s New Push to Withdraw Troops Catches Pentagon Off Guard
830,6/18/2021,Two More Guantánamo Detainees Are Cleared for Transfer to Other Nations,2 Guantánamo Inmates Are Cleared for Transfer
831,9/15/2021,U.K. Cabinet Reshuffle a Blow to Boris Johnson’s Global Ambitions,Britain’s Leader Shakes Up Cabinet in a Blow to His Global Ambitions
832,1/4/2021,"U.K. Judge Blocks Assange’s Extradition to U.S., Citing Mental Health","Citing Mental Health, Judge Blocks Extradition for Assange"
833,8/3/2021,U.S. Airstrikes in Afghanistan Could Be a Sign of What Comes Next,‘This Is About Buying Time’: U.S. Launches Round of Afghan Airstrikes
834,3/2/2020,U.S. Announces Troop Withdrawal in Afghanistan as Respite From Violence Ends,U.S. Troop Reduction Begins in Afghanistan
835,6/30/2020,"U.S. Calls for Indefinite Arms Embargo of Iran, but Finds No Takers",U.S. Urges Indefinite Iran Embargo to No Avail
836,9/5/2021,U.S. Citizens and Afghans Wait for Evacuation Flights From Country’s North,"1,000 Spend Fifth Day Waiting at Northern Airport for Taliban to Let Planes Leave"
837,9/24/2020,U.S. Commandos Use Secretive Missiles to Kill Qaeda Leaders in Syria,U.S. Kills Qaeda Leader With Secretive Missile
838,8/29/2021,U.S. Conducts Drone Strike in Kabul and Winds Down Airlift as Deadline Nears,"Amid Terror Threat, a Hurried Airlift of Afghans Ends"
839,8/11/2020,U.S. Contractor Knew of Explosive Material in Beirut Since at Least 2016, U.S. Contractor Warned of Explosive Material in Beirut Years Ago
840,5/10/2021,U.S. Defends Detention of Afghan at Guantánamo Despite Pullout,"U.S. Defends Detention of Afghan Citizen, Even as It Withdraws From Afghanistan"
841,3/21/2021,U.S. Defense Secretary Makes Secret Visit to Afghanistan,Defense Chief Under Biden Secretly Visits Afghanistan
842,10/19/2020,U.S. Diplomats and Spies Battle Trump Administration Over Suspected Attacks,"As U.S. Diplomats Fell Sick, Washington Minimized the Danger"
843,9/10/2021,U.S. Forces Were Training the Guinean Soldiers Who Took Off to Stage a Coup,U.S. Forces Were Training Guinean Troops Who Took Off to Mount Coup
844,7/25/2021,U.S. General Won’t Commit to Ending Airstrikes on Taliban,Top U.S. General Hints Airstrikes on Taliban May Continue Past an August Cutoff
845,3/14/2021,"U.S. Has 1,000 More Troops in Afghanistan Than It Disclosed","As Biden Mulls Afghan Exit, U.S. Discloses 1,000 More Troops in Area"
846,12/2/2020,U.S. Hopes a Small Step in Easing a Mideast Rivalry Could Further Rattle Iran’s Economy,A U.S. Effort to Ease a Mideast Rivalry (and Hurt Iran)
847,8/12/2021,"U.S. Is Sending 3,000 Troops Back to Afghanistan to Begin Evacuations",U.S. Sends Troops to Aid Evacuation as Taliban Surge
848,8/27/2021,U.S. Launches Strike on ISIS-K as Bombing’s Death Toll Soars,U.S. Strikes ISIS Branch as Bombing’s Death Toll Soars
849,12/8/2020,U.S. Leaves Behind Afghan Bases — and a Legacy of Land Disputes,U.S. Troops Seized Their Land. Angry Afghans Still Want It Back.
850,7/2/2021,"U.S. Leaves Its Last Afghan Base, Effectively Ending Operations","U.S. Departs Last Afghanistan Base, Effectively Ending 20 Years of War"
851,4/4/2021,U.S. Looks to Build on Secret Portions of Taliban Deal to Reduce Violence,U.S. Looks to Build on Secret Parts of Taliban Deal to Reduce Violence
852,4/25/2021,U.S. Military Begins Final Withdrawal From Afghanistan,U.S. Military  Begins Task Of Leaving  Afghanistan
853,4/18/2020,U.S. Military Cutting Medevac Flights for Troops in West Africa,U.S. Military Cuts Back On Medical Evacuation For Troops in Africa
854,5/7/2020,"U.S. Military Killed 132 Civilians in Wars Last Year, Pentagon Says",Pentagon Tally of Civilians  U.S. Killed in 2019 Is 132
855,3/7/2021,U.S. Pushes U.N.-Led Peace Conference in Letter to Afghan Leader,U.S. Moves to Jump-Start Talks  For Afghan Truce With Taliban
856,9/19/2020,U.S. Reimposes U.N. Sanctions on Iran Over Objections of World Powers,U.S. to Reimpose U.N. Sanctions on Iran Over Western Allies’ Objections
857,8/26/2021,"U.S. Says 1,500 Americans Remain in Afghanistan as Evacuation Enters Final Days","1,500 Citizens Remain In Afghanistan as U.S. Intensifies Rush to Exit"
858,7/13/2020,U.S. Says Most of China’s Claims in South China Sea Are Illegal,U.S. Says Most of Beijing’s Claims in South China Sea Are Illegal
859,10/8/2020,"U.S. Seeks to Draw Down Its Troops in Afghanistan to 2,500 by Early 2021","U.S. to Cut Troops in Afghanistan to 2,500"
860,9/18/2020,U.S. Sending More Troops to Syria to Counter the Russians,Military Reinforcements To Be Deployed to Syria
861,2/3/2021,"U.S. Should Slow Withdrawal From Afghanistan, Bipartisan Panel Urges",U.S. Is Urged To Slow Pullout In Afghanistan
862,7/23/2021,U.S. Strikes Taliban Targets in a Show of Force in Afghanistan,"Alarmed by Taliban’s Surge, U.S. Launches 11th-Hour Airstrikes"
863,12/9/2020,U.S. Takes Tougher Tone With Turkey as Trump Exits,"With Biden in Wings,  U.S. Ready to Adjust  Its Posture on Turkey"
864,7/24/2021,"U.S. to Announce Troop Drawdown From Iraq, but Little Is Expected to Change","U.S. Is Set to Announce Troop Drawdown From Iraq, at Least on Paper"
865,9/20/2021,"U.S. to Lift Pandemic Travel Restrictions, Easing Tension With Europe",U.S. to Reopen To Vaccinated From Overseas
866,6/24/2021,U.S. to Move Afghans Who Aided Troops Outside the Country,"U.S. to Relocate Afghan Allies, Like Interpreters, While Special Visas Are Processed"
867,6/11/2020,U.S. to Penalize War Crimes Investigators Looking Into American Troops,War Crimes Investigators Face Punishment by U.S.
868,9/9/2020,"U.S. to Reduce Troop Levels in Iraq to 3,000","U.S. to Reduce Troops in Iraq to 3,000, Helping to Fulfill a Goal on Overseas Cuts"
869,11/18/2020,"U.S. Troops Are Packing Up, Ready or Not",U.S. to Halve Afghan Force by Inauguration Day
870,9/20/2021,"U.S. Troops Are Still Deploying to Iraq, Even as Afghan War Ends","Deploying to Iraq, Even as Afghan War Ends"
871,11/12/2020,"U.S. Troops Are Still Leaving, but Afghans Hope Biden Will Help",Afghans Look to Biden for Stability as U.S. Troops Leave
872,5/15/2020,U.S. Urges Afghanistan to Stay the Course With Peace Deal as Violence Resurges,"Despite Surging Violence, U.S. Urges Afghanistan to Respect Peace Accord"
873,6/24/2020,U.S. Used Missile With Long Blades to Kill Qaeda Leader in Syria,"U.S. Used Secret Weapon, Missile With Blades, to Kill Qaeda Leader in Syria"
874,8/16/2021,"U.S. Veterans View Afghan Collapse With Anguish, Rage and Relief","For Veterans, Pain, Anguish And Sorrows"
875,8/30/2021,U.S. War in Afghanistan Ends as Final Evacuation Flights Depart,U.S. Forces Leave Kabul; Evacuation Ends
876,6/9/2021,U.S. Weighs Possibility of Airstrikes if Afghan Forces Face Crisis,Pentagon Eyes  Future Strikes  At the Taliban
877,7/29/2020,"U.S. Will Cut 12,000 Forces in Germany","U.S. Will Pull 12,000 Troops From Germany, Defense Chief Says"
878,9/3/2021,U.S. Wrestles With Taliban Sanctions as Afghan Crisis Looms,"Test for U.S.: Aid Afghans, Not Taliban"
879,9/1/2020,U.S.-Russia Military Tensions Intensify in the Air and on the Ground Worldwide,U.S. Says Little as Military Tensions Flare Globally With Russia
880,9/1/2020,U.S.-Russia Military Tensions Intensify in the Air and on the Ground Worldwide,U.S. Says Little as Military Tensions Flare Globally With Russia
881,1/16/2021,Uganda’s Leader of 35 Years Is Re-elected Amid Accusations of Vote-Rigging,Ugandan President Retains 35-Year Grip on Power
882,8/31/2021,"Ukraine’s Leader, Meeting Biden, Seeks Security Assurances After Afghan Pullout",Ukraine’s Leader Seeks Assurances From Biden
883,8/24/2021,"Under Taliban Rule, Life in Kabul Transforms Once Again","In Kabul Streets, Eerie Quiet and a Struggle to Make Ends Meet"
884,7/6/2021,Unlikely Coalition of Veterans Backs Biden on Ending Afghan War,U.S. ‘Forever War’ Veterans Back Biden on Withdrawal
885,6/15/2021,Unvaccinated in Pakistan? You might lose your cellphone service.,Ultimatum in Pakistan:  Vaccine or Cell Service
886,9/11/2020,Veterans Fortify the Ranks of Militias Aligned With Trump’s Views,Veterans Fortify the Ranks of Militias That Align With Trump’s Views
887,9/7/2021,Veterans Struggle With Issues That Are Often Invisible to Others,"For Veterans, The Trauma Doesn’t End With Service"
888,8/21/2021,Vietnam War Victims Wanted Justice. They Were Given ‘30 Bags of Rice.’,Vietnam War Victims Say South Korea Still Owes Them Answers
889,3/7/2020,Vigilantes in Greece Say ‘No More’ to Migrants,"In Greek Shift, Vigilante Teams Target Migrants"
890,3/7/2020,Vigilantes in Greece Say ‘No More’ to Migrants,"In Greek Shift, Vigilante Teams Target Migrants"
891,3/5/2020,Violence in India Threatens Its Global Ambitions,India’s Treatment of Muslims Threatens Its Global Ambitions
892,1/29/2021,Violence May Delay U.S. Troop Withdrawal From Afghanistan,Wave of Violence Across Afghanistan May Delay U.S. Troop Withdrawal
893,10/8/2020,Virus Takes Center Stage as Pence and Harris Skirmish in Debate,"In Clash on Virus, Harris Puts Pence on the Defensive"
894,7/11/2021,Voters Chose Boring Over Bombast. They Got Biden’s Penchant for Pontificating.,"Lost in Rhetorical Weeds, Biden Struggles to Inspire"
895,5/2/2020,"Votes, Deployment and Now Parenthood in the Middle of a Pandemic","Juggling Votes, Deployment and a Baby"
896,3/31/2020,"Waiving Rent and Making Masks, Afghans Meet Coronavirus With Kindness","In Yet Another Crisis, Afghans Waive Rent and Make Masks"
897,4/20/2021,"Walter Mondale, Ex-Vice President and Champion of Liberal Politics, Dies at 93","Walter Mondale, Former Vice President, Dies at 93"
898,11/15/2020,Want a Preview of President Biden? Look to the Campaign Trail,How Will Biden Lead? Look to His Campaign
899,9/14/2020,War Crime Risk Grows for U.S. Over Saudi Strikes in Yemen,Saudi Strikes in Yemen Put U.S.  In Danger of War Crime Charges
900,4/21/2021,"War, Peace and Taliban Spreadsheets","War, Peace and Spreadsheets In a Countdown to Withdrawal"
901,1/21/2021,Washington Breathes an Uneasy Sigh of Relief,Transfer of Power Brings Respite To City Where a Mob Held Sway
902,6/9/2021,Washington’s Daily Secret Machine,"Classified, Until It’s Not"
903,7/13/2021,"Weighing Haiti Intervention, U.S. Again Faces a Torturous Dilemma","Weighing Haiti Intervention, U.S. Faces an All-Too-Familiar Dilemma"
904,12/27/2020,Welcoming a New Year at an Ancient Festival in Pakistan,Welcoming a New Year at an Ancient Kalash Festival
905,9/12/2021,"West Virginia, once a vaccination pacesetter, is struggling against the Delta variant.",West Virginia  Is Struggling Against Delta
906,1/13/2021,What Polls Say About Trump’s Impeachment and Possible Removal,What the Polls Say About Impeachment
907,1/1/2021,What to Know About the Afghan Peace Talks,Troubled Afghan-Taliban Peace Talks Set to Enter Next Phase
908,8/30/2021,What Voters in a California Swing District Say About Afghanistan,War and Virus Wear Down One Swing District’s Voters
909,8/28/2021,What we know about the 13 U.S. service members killed in the Kabul attack.,Heartbreak After Heroes Died Going ‘Through the Gates of Hell’ in Kabul
910,4/21/2020,What Will Our New Normal Feel Like? Hints Are Beginning to Emerge,"Thrust Into Hardship, Humans Adapt and Cope in Remarkable Ways"
911,10/16/2020,When Armed Vigilantes Are Summoned With a Few Keystrokes,When a Vigilante’s Call to Action Is Only a Facebook Post Away
912,2/23/2021,"Where a Vaccination Campaign Faces Skepticism, War and Corruption","Where a Vaccination Campaign Faces Skepticism, War and Corruption"
913,11/22/2020,"Where the Pomegranate Harvest Is Life, the Taliban Brought Ruin",Taliban Attacks Ravage Pomegranate Country
914,7/1/2020,"White House Dismisses Reports of Bounties, but Is Silent on Russia",The White House Maintains Trump Knew Nothing of Russian Bounties
915,3/13/2020,White House Pushes to Recover Americans Held Overseas,White House Pushes for Return of Americans Being Held Hostage Overseas
916,4/15/2021,"White House Warns Russia on Bounties, but Stops Short of Sanctions",White House Stops Short of Sanctions Over Bounties
917,8/17/2021,"Who Are the Taliban, and What Do They Want?",Afghanistan’s Once and Current Rulers
918,9/7/2021,Who Are the Taliban’s New Government Leaders? Here’s What We Know,Who Are New Leaders Appointed to Positions In the Taliban Cabinet?
919,7/10/2021,Who Paid for That Mansion? A Senator or the Haitian People?,Opulent Mansion in Canada Ignites Rage as Haiti Unravels
920,11/11/2020,Who Will Fill Biden’s Cabinet?,Who Are Contenders  For Biden’s Cabinet?
921,3/1/2020,Why Afghanistan Became an Invisible War,Why Afghanistan Became an Invisible War
922,7/27/2021,Why Are India and the U.S. Sparring Over a $110 Million Mumbai Mansion?,How a $110 Million Mansion in India Ended Up in a Diplomatic Dispute
923,2/13/2021,Why Biden’s Pick for Iran Envoy Is ‘a Proxy for Everything’,Biden’s Pick for Iran Envoy Resurrects Bitter Debate Over Nuclear Pact
924,8/18/2021,Why Europe’s Leaders Say They Won’t Welcome More Afghan Refugees,Memory of Migrant Crisis Haunts Europe as First Afghan Refugees Land
925,7/8/2021,Why Haiti Still Despairs After $13 Billion in Foreign Aid,Why $13 Billion in Aid Didn’t Erase Troubles
926,4/13/2021,Will Afghanistan Become a Terrorism Safe Haven Once Again?,"With Americans Gone, Will Afghanistan Return As a Haven for Terror?"
927,1/20/2021,Will Biden Be an Activist President on the World Stage?,"Even With a To-Do List at Home, Biden Vows to Build Rapport Abroad"
928,9/8/2020,Will Doug Emhoff’s Legal Career Be an Issue for the Biden-Harris Ticket?,Lawyer and Partner: A Look at Legal Work by Harris’s Husband
929,9/1/2021,Will the World Formally Recognize the Taliban?,The Taliban Must Overcome Big Obstacles to Obtain International Recognition
930,8/19/2021,"With Afghan Collapse, Moscow Takes Charge in Central Asia","With U.S. Exit, Russia’s Power in Central Asia Grows Ever Stronger"
931,4/13/2021,"With Afghan Decision, Biden Seeks to Focus U.S. on New Challenges","Biden’s Decision Prioritizes Nation-Building at Home, Not in Kabul"
932,9/1/2021,"With Afghan Retreat, Biden Bucks Foreign Policy Elite","In Pulling Troops Out,  A President Becomes An Unlikely Insurgent"
933,8/23/2020,"With Delay in Afghan Peace Talks, a Creeping Sense of ‘Siege’ Around Kabul",Taliban Tighten ‘Ring of Siege’ Around Afghan Capital
934,6/17/2021,"With Putin, Biden Tries to Forge a Bond of Self-Interest, Not Souls",A Meeting of Cordial Words and Muted Tensions
935,1/10/2021,"With Trump Presidency Winding Down, Push for Assange Pardon Ramps Up",Supporters Push for Pardon for Assange as the President’s Term Comes to a Close
936,1/8/2021,Woman Killed in Capitol Embraced Trump and QAnon,Woman Killed Storming Capitol Discovered Political Side After Time in Military
