date,abstract,lead.paragraph,snippet,section.name,subsection.name,news.desk,byline,headline.main,headline.print,headline.kicker,material,url,,
11/18/2020,"The Pentagon has announced a reduction down to 2,500 U.S. troops in Afghanistan before President-elect Biden takes office. Afghan officials fear the cuts will encourage the Taliban to keep fighting.","KANDAHAR, Afghanistan — Had it not been for dozens of U.S. airstrikes in recent weeks, the southern hub city Kandahar would be under siege, after Taliban fighters threatened to overrun several surrounding districts, security officials say.","The Pentagon has announced a reduction down to 2,500 U.S. troops in Afghanistan before President-elect Biden takes office. Afghan officials fear the cuts will encourage the Taliban to keep fighting.",World,Asia Pacific,Foreign,"By Thomas Gibbons-Neff, Najim Rahim and Fatima Faizi","U.S. Troops Are Packing Up, Ready or Not",U.S. to Halve Afghan Force by Inauguration Day,NA,News,https://www.nytimes.com/2020/11/17/world/asia/afghanistan-troop-withdrawal.html,,
11/16/2020,"Facing the end of his time in power, the president is pushing to accelerate withdrawals from counterterrorism conflicts. He campaigned on ending the longstanding wars.","WASHINGTON — President Trump is expected to order the U.S. military to withdraw thousands of troops from Afghanistan, Iraq and Somalia by the time he leaves office in January, using the end of his time in power to significantly pull back American forces from far-flung conflicts around the world.","Facing the end of his time in power, the president is pushing to accelerate withdrawals from counterterrorism conflicts. He campaigned on ending the longstanding wars.",U.S.,Politics,Washington,"By Eric Schmitt, Thomas Gibbons-Neff, Charlie Savage and Helene Cooper","Trump Is Said to Be Preparing to Withdraw Troops From Afghanistan, Iraq and Somalia","Trump Is Said to Plan Reduction of Forces in Afghanistan, Iraq and Somalia",NA,News,https://www.nytimes.com/2020/11/16/us/politics/trump-troop-withdrawal-afghanistan-somalia-iraq.html,,
3/14/2021,"The undercount complicates President Biden’s decision on carrying out a complete withdrawal by May 1, as his administration tries to jump-start peace talks.","KABUL, Afghanistan — Facing a high-stakes choice and running out of time to make it, the Biden administration is wrestling with whether to follow through with a full withdrawal in the next seven weeks of the 2,500 American troops still in Afghanistan — except, as it turns out, that number is actually around 3,500.","The undercount complicates President Biden’s decision on carrying out a complete withdrawal by May 1, as his administration tries to jump-start peace talks.",World,Asia Pacific,Foreign,"By Thomas Gibbons-Neff, Helene Cooper and Eric Schmitt","U.S. Has 1,000 More Troops in Afghanistan Than It Disclosed","As Biden Mulls Afghan Exit, U.S. Discloses 1,000 More Troops in Area",NA,News,https://www.nytimes.com/2021/03/14/world/asia/us-troops-afghanistan.html,,
3/5/2020,The peace agreement has left American veterans with mixed feelings — relief that U.S. forces are coming home and uncertainty about what the deal means for the Afghan people.,"On Saturday, the United States and the Taliban signed a historic peace agreement, theoretically bringing to an end the nearly two-decades-long conflict in Afghanistan that killed more than more than 2,400 American service members. As officials prepare to implement the terms of that deal, American veterans who served in the country are left to grapple with the provisions that may result in more uncertainty than stability for the people of Afghanistan they once fought to protect.",The peace agreement has left American veterans with mixed feelings — relief that U.S. forces are coming home and uncertainty about what the deal means for the Afghan people.,Magazine,NA,Magazine,By John Ismay,"After Tours in Afghanistan, U.S. Veterans Weigh Peace With the Taliban","After Afghanistan Tours,  U.S. Veterans Appraise  Peace Deal With Taliban",At war,News,https://www.nytimes.com/2020/03/05/magazine/05atwar-afghan-peace-deal-veterans.html,,
4/14/2021,"Many Afghans fear that without the umbrella of American protection, the country will be unable to preserve its modest gains toward democracy and women’s rights.","KABUL, Afghanistan — A female high school student in Kabul, Afghanistan’s war-scarred capital, is worried that she won’t be allowed to graduate. A pomegranate farmer in Kandahar wonders if his orchards will ever be clear of Taliban land mines. A government soldier in Ghazni fears he will never stop fighting.","Many Afghans fear that without the umbrella of American protection, the country will be unable to preserve its modest gains toward democracy and women’s rights.",World,Asia Pacific,Foreign,By Thomas Gibbons-Neff,Afghans Wonder ‘What About Us?’ as U.S. Troops Prepare to Withdraw,"After 2 Decades of Turmoil, Afghans Face Still More Uncertainty",NA,News,https://www.nytimes.com/2021/04/14/world/asia/afghanistan-taliban-usa-troop-withdrawal.html,,
3/10/2020,The decision could help remove an obstacle in the American-led peace process.,"KABUL, Afghanistan — President Ashraf Ghani of Afghanistan on Wednesday ordered the phased release of thousands of imprisoned Taliban fighters, caving in on an earlier refusal that was threatening to derail the next steps of the American negotiated peace plan for the country.",The decision could help remove an obstacle in the American-led peace process.,World,Asia Pacific,Foreign,By Mujib Mashal,Afghan President Orders Taliban Prisoner Release,"In a Reversal, Afghanistan’s Leader Agrees to a Phased Release of Taliban Fighters",NA,News,https://www.nytimes.com/2020/03/10/world/asia/taliban-prisoner-release.html,,
8/9/2020,"The decision clears the way for the last of 5,000 insurgents to be freed. President Ashraf Ghani announced the release after convening an assembly of 3,000 representatives to seek their advice.","KABUL, Afghanistan — President Ashraf Ghani of Afghanistan on Sunday said his government would release a last batch of Taliban prisoners, removing the final hurdle in the way of direct negotiations with the insurgents to end the country’s long war.","The decision clears the way for the last of 5,000 insurgents to be freed. President Ashraf Ghani announced the release after convening an assembly of 3,000 representatives to seek their advice.",World,Asia Pacific,Foreign,By Mujib Mashal and Fatima Faizi,"Afghanistan to Release Last Taliban Prisoners, Removing Final Hurdle to Talks",Afghan Council Agrees to Release Taliban Prisoners,NA,News,https://www.nytimes.com/2020/08/09/world/asia/afghanistan-taliban-prisoners-peace-talks.html,,
11/29/2020,"President Ashraf Ghani is holding up a tentative agreement on the talks’ framework, some officials say. His aides say no agreement was near.","President Ashraf Ghani of Afghanistan has refused to let peace talks move forward even though the Taliban and government negotiators have reached a tentative agreement on the talks’ guiding principles, Afghan officials say, further stalling the process despite nearing an apparent breakthrough after months of effort.","President Ashraf Ghani is holding up a tentative agreement on the talks’ framework, some officials say. His aides say no agreement was near.",World,Asia Pacific,Foreign,By Thomas Gibbons-Neff,"Afghan Leader Digs In on Peace Talks Despite Progress, Officials Say","Afghan Leader Hampers Peace Talks, Officials Say",NA,News,https://www.nytimes.com/2020/11/29/world/asia/afghanistan-taliban-peace-talks.html,,
9/10/2020,The Afghan government and the Taliban are to meet on Saturday to open negotiations about power sharing after years of relentless war. The differences on major issues are vast.,"KABUL, Afghanistan — Peace talks between the Taliban and the Afghan government are expected to begin on Saturday in Doha, Qatar, officials announced on Thursday, in a historic negotiation between the two sides after nearly two decades of bitter war.",The Afghan government and the Taliban are to meet on Saturday to open negotiations about power sharing after years of relentless war. The differences on major issues are vast.,World,Asia Pacific,Foreign,By Mujib Mashal,Afghan Peace Talks Begin This Week. Here’s What to Know.,Afghanistan And Taliban Set to Begin Peace Talks,NA,News,https://www.nytimes.com/2020/09/10/world/asia/afghanistan-peace-talks-taliban.html,,
3/26/2021,"If U.S. troops leave before any deal between the Taliban and the Afghan government, the militant group will take over much of the country, an intelligence assessment predicted.","WASHINGTON — As President Biden signaled this week that he would let a May 1 deadline pass without withdrawing American troops from Afghanistan, some officials are using an intelligence assessment to argue for prolonging the military mission there.","If U.S. troops leave before any deal between the Taliban and the Afghan government, the militant group will take over much of the country, an intelligence assessment predicted.",U.S.,Politics,Washington,"By Julian E. Barnes, Thomas Gibbons-Neff and Eric Schmitt",Officials Try to Sway Biden Using Intelligence on Potential for Taliban Takeover of Afghanistan,Some Officials Advise Against Afghan Pullout,NA,News,https://www.nytimes.com/2021/03/26/us/politics/biden-afghanistan-intelligence.html,,
4/1/2021,The deadline for the U.S. to leave Afghanistan is a month away. Here’s where things stand.,Is America’s longest war finally coming to an end?,The deadline for the U.S. to leave Afghanistan is a month away. Here’s where things stand.,Briefing,NA,NYTNow,By Ian Prasad Philbrick,Biden’s Afghanistan Dilemma,NA,The Morning Newsletter,briefing,https://www.nytimes.com/2021/04/01/briefing/california-shooting-new-york-weed-biden-infrastructure.html,,
